query_id,answer
BHqkB8hyVBLYjeJk,a56fd64b3ff5130f ad86467ee810f2d2 a416c0f4f736d0ec f7bd6c612e4dbe56 86ed21b72a45fe76 203bd20bd909376d 52f65d310d04442c f4310a574a8537ff 219b726aaeaf24a6 33880aa1be10ede4 8d41bcd6245bfc44 77591840de7e9360 9bbba29b77e9b1af 9d1919bf6d90017d 9d0d9e73fb885f2d 9e21b8e5a71a0ea0 e7ca5f3fe4c7223d 3bcf04a270c3a02e f6cafc65bc477089 6e28821e5a681b5a 706a7da9befff978 da827f116d8d25d4 67579f7cf6921658 02041ecc093b5437 4524365f48ebcf8d ea4b62cd245b9a77 b4017e6e7d3fded8 42d05bdc05ca9e59 611804dbb9c68a4c 4dc1349e573c5d55 8011065b14a4c338 da0941328a71286d 8834dddb19f784d8 6b6f841304d177ae 25b288029e84aadb 65ebc71554572353 a90eac5917526597 0c067e5bd5bc2710 e1b4eba97b8c5240 e6fd0c4927b8ecfe 6ca646f31be2f88a ab991544f40f5bff 955dada2f9842dcb cf95bf393cddc29e ba2b5290247dde5b 04a433604469adc8 36872ca77d9cc79f b8592577c27ed8a3 558d970ae3b69c7f f4a9b35363e32fd5
dkPW1ez4OuJlKP6f,bd5db5a85cb5d137 bbf504a6b1a049c6 3273767a2bb49d6b 6584cfa935839cf4 ab5b5ba8f1cb89be 95697ddcb3c00ca8 7b74c9b090b4e7c8 f5724bc71f241229 90ca0ea2a53ee04d 297d7a16bcc23db9 9734ce63900aa87a 9970c23a71ba2461 de2c6e8eb24cab9a d358644b7d4cc307 a4ed2031fd29e18a ce7523dfe05215a7 a8fa48f1640cb031 ce42b5f35d48e553 5bd15d7884155657 3b570adfc69a4d35 01346d7ab677a006 8852cadb5329899f caf891c8a422c38a 8e8af64394503d23 8c701d10e55df960 da2e9d0d4b8a823d e364f3262a6f62a9 4eff8108d7ff93cf c6a0d82b9f767c9d f39b0b797bb29d76 eee1a3ccabea8e5d a0effc675a8a6b76 96be266f991ed05c cf00805727f3c1df f29cbfff2e995f80 a8d8a9fd35ab86f4 829de623e3057ff4 4783767ecc024929 c71fa2b850a556b7 6bc0dcfe5985d478 7728cc212f4bbbf4 f90c0c29ce0b10c3 c2a68365efd026e5 d7eed8775adc0ba0 cfbfd42debb34200 8d6ed6901b57e24a a234a719880fd744 15ddeecb930d4f8d adb69bac298be4b2 afd90d3ace6ba47b
QcN46alMOqpAE50I,f9075c5549063c63 eba2cc8c8ecef336 fae41dd969a99050 8d9c6c04212bf64b 89d5e4a102328b0a 9e999755929baf38 7b8e2acd7edb4ddc 12a2f6af38d3966b d3580e4f758a08a1 a6fa0c2925fd4270 0d1acb8159c9bae8 b308d47410a46636 b9144f0619e1ae69 e3ac4995f4cd476a 1f8ea6168f1bddb3 eda2c60a89e63b56 14ebba70f442932c 1e33b48ebfd2fc24 d3b3f80e584bfe0c 26388583fe42b87f 610bdd79153340d1 a85baed12dcffac7 840845c4fe9ba442 cfd1607c20a6042d f032343ce917a26f ddd76295790c84cb 10339996143c51c6 f5c0b6e975629ea7 647754b1f68e08d5 c207062ef3be9dba cf8b881b52188f2b 54f9fd5755051f69 9591c3a5933d9004 dc63051927b33263 d3bd4c2f76635e4e 4ad43a66447d4ef0 69ffcfc7c14913f7 8ab91b0e00b2df5e fdfd5f15003a8422 50345721e6966907 002710614262dbcb d02230fe7148d272 8a1fa17860c15448 a524fb9e7722843a 693ef6cd6ed5ec8e d61be3fdbc23634d 2d3a63ae0b2dbd8f e56ddae99b2fe064 ee6a87be5b2b27dc 3cd1108cf4b08249
Q4BzK1C2QbMpWats,5c42e75509da8ef4 67c769c0188cee26 841b9ab0f8027e7a c302a84c719de657 97dc61e01a914a8e 671ec869f80e7688 20e2792b14789745 167627f1ca07c2f6 453636b090c3d49d 4acd13afc12253bd efb884a729e258b4 7cc855258cf6ed7e 67c7c49bfaab55f5 7d85212d723de304 0471c8f2cd3fe2f3 ce6223ec03da1d47 08c8ec546c71428a c913a66658074d96 a0c0ef62c80c3510 9be59b6411cf11cc 935a7a8c18a23101 c606ee82ee3aea6d ff2e69fbdcc41915 811ef25ecf305ae1 d5d889a37773c9e5 8c1150c414d1d804 4259621e37e70776 4976b26971e537e7 9ccdaa533a349c96 93b8d7b11253295e 5dc47a12fca71d6c ce10c9fd3a37c286 d7dee04803e8d990 ec37406adf01737b 610c25106f3d0521 5ae65ce6f9ffa11c 7672d44f8e047473 d467cb60715146f5 97c93a97b9d1a0d2 d264956dc7321e3b fdafca8b9e0bbca3 7853b78ca2134c8b 4963bc89ba5388bf 7371e8390457dd94 556aa734fe6231c0 6269b20c647037dc 4528b55ecf2093a9 d3f6980ced4772e4 09d68fe87040bd5d bba38f1682eb461a
94UtW5eRuV3rcDEO,524274c2d227d660 609a502d9780d2ae 87c690d45a25f35b 67aaae3e111c0976 3c20d09240795139 af66bc37c1eb21b8 87b0226c0ff19b34 72400063523b73ef 61dcb2a462e54b70 89ce608eb7222ea7 cdd9f749958d3f82 cfa642f8e82ae713 404f16957146f0aa 4729f8de96814711 e6b388ae684d5a72 10397e233d5c55e3 60a4ec4ec8eedcc4 9874707b293a0589 81be230dd06e8862 fc1db7b860dc7529 2b4ff456455572a4 0bc88004234a9cb7 8d43e2e72921f694 534bcf271df0cce8 a8b0ce6a110be36a c84aba1aebb8698b 5e34350df3a223c8 63aeb01759ec02c6 bf121ca8e63ea494 8b862c8f0998eb01 1f3133f5bbe99e4b 2225268066a45356 57edb32ebbf3af34 523ad5d3912713e1 035a00c2e4b35638 c8ea0efa4dfd2493 039ef93ba70937a0 73381740220b8b1a 6d9fd7a2117fe3f7 5a59a28486f6bd59 59b42044479905ca f792868af775b595 311e6d0c80f4996e 663d3a7622b627a0 ba84ab483967b302 04460e50c2bad675 9f782614c991e03d 657b89fd62120222 582e9f418a646c40 6a6e82769b7332e7
6dYxIAlZOriT6SHH,8d8024054828e9be a4fb1fc05743e013 2aed19e73962d863 65c405ebfb147129 9ee2b11a31a70cf5 0a6352b7b5814115 3b02cb88064659b6 a50929967895f818 0af686fb84b9b92f ac6047c275074c41 2457bd08a856697b 90b3f8b06894c1b6 3ebc91772eb7caec 98a864d86c64721d 1ea86cb941f6cfd1 7f12fcc39a347752 227d1e374b307f30 f04784f48cbd2ab2 2ba499cdac8f4646 35d37888690b0829 6aaafb466c87ab34 42b765837f0af517 b3af4bf20b795e26 4208102b150ed623 4731777f5aec4137 3fa72149973e0306 5ea308b8e86cbcb1 62caafdbee105741 f9812e273bac19c5 9ab921666b0a4f2d 87b4c104770d541b ab5277e55f0d2930 e703d4366086f8eb 729eeaeb3dd44903 b0bd51a9c6c35c0a 17e2965828a958b9 dee628d16bc61f35 fecbb86f0435dcbf 22ac0fd3f8164d55 cf27f3e410b4b119 71f6dd9ef79f1941 2768ffda029c800a 59f9bf9c11c6ff01 f0e1b31250557696 ab44ee46465bc984 72ed79dc32d1b604 1003868023309032 2cba1d61ac8d549a c264ce81a9bfe21f 8d75852652743edc
moFmX6XQY5SEz9hU,1e481248f4d31358 6d9043d370b9256b 77327629d8036f35 1e71d883c20c90c2 8cb482057f19610a 445eec11e8ccda32 e15ec8d2e5920abd 63229d195b66275b ff8c83488b07936e 920f37ddeba21964 1e24a2caf7db8d2f ea678b8d36451645 47cae3e69c339f1a d46529deee40cdde db05a38694ba70c3 d0e4967dfe1101db 835e72268639dd09 90cf903e3812ad28 5a9903a345570cae 4fa74f2055f0b34a 27c19e6e5d416391 f5de2ec16f211a23 5a77d476d355ef99 94e5c58453da58bd fae891bcfd74b78e c36574e886c6ae7a 63dfe0ca46ac8063 aa2fe68ebc7f17ce 7535fc19858338c3 c65e1b569a7c5d39 f338dc60ed5fa61b 25efb9aae200ea73 784dd6599ed476e8 2c1a9e98964ac2e9 2080300bec6ddecf 1f6304600d5c0a9a bf66c5bde034e509 19f325b07c5ef150 44f4e5aacd1c7e41 039da587d36802ed 877225fae069a759 f7a08c7813ee1cc7 489881e1fe2f0709 1ed122726c5a56c1 cfd4e8ec17e1fde3 886eed9d4f6939c1 8c799d14e83743da dbb782dde1c41800 5e5b2c0e72b075f3 8942532f249e1d54
R66chaldEN0epFjt,0fc323ba42b4e297 99504a447db7c9e4 58c60077ba4e94e9 54e9954ab5c40b1b ed7535b081298136 c6f6d13ccf5e1527 2e3ea7cf3cac3fef 5645052abdec64ee 2bd33044d79aa561 bdfce93504afe108 d7c119f222db17c3 006b9e0de279c1bc fad350ff33deeca7 45c28fd6260b744b c24ce13d01895854 c7c36cce492b4cc1 69fcee637df221af d85ac15a3fb338cd 706aef11c086f2cc 7fe3401678eee538 d0b324933fe0b56d 14a175628021a6e9 4d8de295c89f1532 6da8b9794b4ebd42 4ed60a213448e787 104d09659111e686 dd935766cd1f4640 5cf8a7a33e21233d de698aaed82b026f 6f6c36575d8e3a5e 3f45b7273b0620d8 3376c71987d67d37 b65b43e4addfb8a1 7affd05a2c12258b 185e78318055124c c7e128de98a38a8a b0fd0dc3df3abf52 2712af160c36ee0f ea03cb767b0d926e 88e35d658722470e d8c9cf470d09907a d6c6a7e4de61a08d 009076ba85db98ac 1c383865e2b1f142 71d8420b8cfcb05c 1fbc59ffd5463fcb 100a93105d2db32b b145f5d802c70182 f0db060ad52f86fe c3ba1d1b0acb06d8
LeWIzjoTRN8saOxg,59ad84f75ee98b4c 6094c5b0a8227850 0b7c0b04d3858dae 0fbe3bf393bd7462 6a1402ef66bbdd4d c9ec99ffcef43ebb bd2296ed4cea9659 a97a60e0b0c7371c 5ca4d12a7066a061 b495056ef40d11d9 e5bd0eef9b7217a3 8e7e64c30f92b48b c0dfe8e3e9c7d31d 3086070c012c8e23 b351b2435b10dde2 adcdff6300cac5e8 ff62e9f24bca34c4 0904dcce0360d5b6 d36b76ffcde18075 306a6fcc24b3c9bf d400282b720cc795 21d795ce5d12a1a7 74d109ec13995ce9 c288d0798a4b5a66 b02d4ff96e1d8eac a4c4f780d720ea71 dc5e6c841fe80b8f 236cfc946d46f64b fc897546b48ed616 0aa4988f7527044f ce412ba63a3567e1 4c4a9f35845839ad ce8aab5622babae1 6edf6b69fecf5fb6 74012473ecb6f929 6557cc5d11d0fbf7 0fdacb5f72a4b0e3 3c47580490bd2bed 655ff207d83369f2 757725aa2efd7787 ca8a71860b6dc037 7748508e7fc88e6e c06a4a823f8dcd23 eebd2cf7661fcb06 132b0768a0afd84c 3817da59d8a460f0 de8cf8ade96088e7 fe2f2c7dec761b61 35fe26d7ff039862 97ac0228fcbf4a4e
YeC06bC3Bws9SfaN,eafb0d921301d2fb 15d6c65ea742a8ff 2077e588b04a1f3e 130d7168869f5535 44ab2d0ae836a345 1116edeb786f243f c693679ec1d0ffb5 473abb8c9ab69448 652cec6d896f9780 09684c84bc8513ee 989f35c759178e99 d8b17e572ca0d51e 44c3a0c85aafb858 bb0b959de6dbfa1a d71db9f4415ec353 6c631488ea544c7b e3ac22ed35f2faeb 876afdffb89daf9d 541e1b0f18ee8076 73502d224d30ad09 ac00e7207c635e08 d27574387b8bf91f f56298ca10f22e2f a3d268405fe893c8 a74f806123fb7678 c6158aeb65364c32 26eb7ca94e413c0e 10befce1be3d31e3 dfba4a7ebd64148a eb0f98fd4af0183e bcc1cd1d0d27167e c3dbf79930898026 3171128c48df530c 6331e804af6e98a8 aeadd019ceb0877e b57e56e3e7a5c607 d7ae79dcc88246b7 a9d361bb35ef18db c66fe684dbc6d75b 1df7fadec535ed1d 731d59964ef422c9 10f0eb0d5af774b2 73ec7717c33a0bc8 503c13e380ae86de ed9fcf44928fbfe8 4004b42056a24589 b7cff526d5e4ba06 8b09ec5d07579dd1 c838a3320e536342 4c7b5435b2c0abb3
Mkw7pexvDmMpFdzO,57ff6765aa00ff0b 6b616bde25aca76f 92dedd578ad31740 83725951858328f7 1c1d824f508ccdc1 3a3c151137376980 c61f65b7da930ebc 614cdc518ea0a704 653d60b28f504b09 f654e60dd0a22b96 cb459756794cc4a4 6ec884ec0011144b 3538826728f9718a fbb861aa41b4feb1 76980cf09795b6c1 1d53b6ae77e4e755 f46748b570c67b51 7a511ab331768dd4 6f48d4f8d6f210ec a97bd873ba069dd0 01ed0b120b9251d3 dc54ebe519b6f2da a4738d791e9c7285 a64a5a5a566eb843 e71595bcd7648fd6 acac2a3a46c61d31 7e152cbe09d4528c 73c824b5f00b7f22 4a253835f229a286 f94874b5f6d3300a c2b58f4d58f31759 b3add603663575ad bb1cfaab4530ad4e 5c34761a1d0bdbdd 079f55a9ca3514e9 f051b1ebd65f894e d9f35587032430d5 e6c57f42ab7a8688 9cea238cea9d86aa 70328b32489924d2 e100c2c6d76b4beb 86b51a1651aae46c d1ceee56c6dcafdc 922948ae04a6e953 66c53c82d8661489 7d0c4a66d3c5cac6 73fed29dee9f7398 edd9be7dac4b794f 37fa70fec8b638e3 600f175186a6468b
M1yUaCX37j5UCE6M,7127da7f3cdc1aec 69b23aa6257b66ea 0fbba4484e5590fb ef72179daa448367 051d2861e217e7c4 e586f6befda610ef f1851cf6327922db a9438720215cf72b 1b63c0257f6bbffb 6325fff44326fafb d348ac923558188e 9c54bb56f1427778 ecc0c384cfc32e9c 2340858f580b8f2b 5508ebe97dec3a2f 174ae15d0d98ab0e fe8113c31dd663d5 1417f9615d7d4209 8fa7b4c1988a2c6e 4711aadf17749757 55f8ece9056e50f8 85b1f310ac1c5bb9 c95b0e54afa46cf1 801065f01ec7471d 2fa2513cc37b9d11 8c5aec51c1d380ad c42d3089733a1661 60886147bdb384b6 852a3c6537718b4d 7d1dc351bc43b490 2344293f88a7c905 5967d645ccac4dd7 1a0aac9a89c5233b 7bdcb5ab5b663cae c2fd0fc05768c164 97d6900d40921891 f45ad699d010014b 6cbce9e9ea392a5e 10b283285b9899da 01201cec269da2ec 35b0ae8da97bbbbb b96cce5ffd126cca df4c74d0926b6742 dd69442cf9325eb7 2ec8ad5df48d563a 93e68cf7ffbfef7d 7f5d6c144cdfd4a2 85aa3939d254fc7b e865dce4e3da9478 860d5258018590c4
qICpl1nghlMbD1sQ,f86a9d1243df3b56 e8b75e53d19a2185 37f255682546b303 6879876d12974c1c 1d9cf7f8484882bf 6fbc07917bbdaab5 167655a3fca9fae2 a5526b66afbaff6a e3d8b8ea9c3a2a72 477469f3115b08d6 92d123b6acc6beed 349781785b2766fe 9f9551a0e331fa2e c067131949d2ef56 71763e026da1773b e69c0e48e6d6663a d4761122ea47a377 167ea2f47699f682 54b95e75a2a9a466 4fca1c39ef40c513 f36f2df68caa2a21 13042035f041ca90 349b4244a495d0be 216ba3e1fd16a883 13cb20b7dbd921a7 2d461690df75e01b f3801ec4fa472597 1f9bc98dc1ed9da9 91e57d478306f66d 79026cb9a7bbb154 3abe26891ca22be7 87a7af02dae95988 ec9ded7afb93e6f3 a272864e22c21dba 6a89deeacf1f72f1 2242be2646a27e02 765fb77b9984c034 801b34f2dd5494ad 4fc6fe632675aacf bee178d19efc6bca feff6d8c44bf248d cbe4a74f3d47dc36 0ad69d7d2b00ffbe d65b93d158ffdc27 0a79e78bba779f5d f280973a921fd92e bc0a48d90003bb01 66c42379a0ac2bcb 5d9271379d848806 373d82f8f8e04a86
