query_id,answer
QcN46alMOqpAE50I,f9075c5549063c63 fae41dd969a99050 eba2cc8c8ecef336 d3580e4f758a08a1 8d9c6c04212bf64b 7b8e2acd7edb4ddc 1e33b48ebfd2fc24 a6fa0c2925fd4270 89d5e4a102328b0a 9e999755929baf38 12a2f6af38d3966b 1f8ea6168f1bddb3 14ebba70f442932c b308d47410a46636 0d1acb8159c9bae8 d3b3f80e584bfe0c eda2c60a89e63b56 26388583fe42b87f 610bdd79153340d1 e3ac4995f4cd476a b9144f0619e1ae69 a85baed12dcffac7 840845c4fe9ba442 647754b1f68e08d5 f032343ce917a26f cfd1607c20a6042d ddd76295790c84cb cf8b881b52188f2b c207062ef3be9dba 54f9fd5755051f69 f5c0b6e975629ea7 10339996143c51c6 9591c3a5933d9004 d02230fe7148d272 002710614262dbcb 4ad43a66447d4ef0 522883edf050c18f dc63051927b33263 d3bd4c2f76635e4e 8ab91b0e00b2df5e fdfd5f15003a8422 50345721e6966907 69ffcfc7c14913f7 8a1fa17860c15448 3cd1108cf4b08249 d1ad16ff4131e6c1 3edfe05828a32bdb 2d3a63ae0b2dbd8f 58fa2b026c09f47b 693ef6cd6ed5ec8e
Q4BzK1C2QbMpWats,67c769c0188cee26 841b9ab0f8027e7a 5c42e75509da8ef4 20e2792b14789745 671ec869f80e7688 97dc61e01a914a8e 7cc855258cf6ed7e c302a84c719de657 453636b090c3d49d 811ef25ecf305ae1 efb884a729e258b4 67c7c49bfaab55f5 167627f1ca07c2f6 4acd13afc12253bd 08c8ec546c71428a ce6223ec03da1d47 0471c8f2cd3fe2f3 a0c0ef62c80c3510 7d85212d723de304 9be59b6411cf11cc 935a7a8c18a23101 ff2e69fbdcc41915 d5d889a37773c9e5 93b8d7b11253295e c913a66658074d96 d467cb60715146f5 4976b26971e537e7 7371e8390457dd94 7672d44f8e047473 c606ee82ee3aea6d 4528b55ecf2093a9 5ae65ce6f9ffa11c 6ef4517f34f4a79d 9ccdaa533a349c96 6269b20c647037dc fdafca8b9e0bbca3 bba38f1682eb461a 4963bc89ba5388bf b3e1a4915303359a 610c25106f3d0521 7853b78ca2134c8b 8c1150c414d1d804 1679ce51048fd777 ec37406adf01737b 4259621e37e70776 09d68fe87040bd5d 556aa734fe6231c0 4535f98bbdcc3bcb 370eb84b5904860f 25cd4a5e58abb076
94UtW5eRuV3rcDEO,524274c2d227d660 72400063523b73ef bf121ca8e63ea494 3c20d09240795139 cdd9f749958d3f82 4729f8de96814711 89ce608eb7222ea7 0bc88004234a9cb7 035a00c2e4b35638 534bcf271df0cce8 6fabf64c0905fc3a c7867980b064e6c6 61dcb2a462e54b70 6a6e82769b7332e7 1fe50f3cb59c1b4a ab18ad965eb4d116 304706946e182505 6a043732072918dc e8c8455d23f681b5 609a502d9780d2ae b432dd20d7370b83 87c690d45a25f35b ad5139fd78a41fe1 67aaae3e111c0976 87b0226c0ff19b34 af66bc37c1eb21b8 404f16957146f0aa cfa642f8e82ae713 e6b388ae684d5a72 60a4ec4ec8eedcc4 9874707b293a0589 fc1db7b860dc7529 10397e233d5c55e3 2b4ff456455572a4 81be230dd06e8862 5e34350df3a223c8 a8b0ce6a110be36a 8d43e2e72921f694 1f3133f5bbe99e4b 63aeb01759ec02c6 523ad5d3912713e1 8b862c8f0998eb01 57edb32ebbf3af34 c84aba1aebb8698b 2225268066a45356 c8ea0efa4dfd2493 73381740220b8b1a 5a59a28486f6bd59 311e6d0c80f4996e 5989fda98c677bcf
6dYxIAlZOriT6SHH,8d8024054828e9be a4fb1fc05743e013 65c405ebfb147129 9ee2b11a31a70cf5 2aed19e73962d863 a50929967895f818 0af686fb84b9b92f 3b02cb88064659b6 0a6352b7b5814115 90b3f8b06894c1b6 ac6047c275074c41 3ebc91772eb7caec 2ba499cdac8f4646 f9812e273bac19c5 3fa72149973e0306 98a864d86c64721d 6aaafb466c87ab34 9ab921666b0a4f2d ab5277e55f0d2930 71f6dd9ef79f1941 b0bd51a9c6c35c0a fecbb86f0435dcbf 17e2965828a958b9 72ed79dc32d1b604 2457bd08a856697b cf27f3e410b4b119 d6821230bf8e803e 5ea308b8e86cbcb1 1ea86cb941f6cfd1 eca8a7120cd572ea 2cba1d61ac8d549a 7f12fcc39a347752 87b4c104770d541b 35d37888690b0829 42b765837f0af517 544ae07fc51e4027 4731777f5aec4137 38f14dfab191c80a e703d4366086f8eb f0e1b31250557696 4208102b150ed623 b0afd3f206aabe92 2768ffda029c800a 0a443f517b64e8ec 97233a422f1bbe08 62caafdbee105741 b25dd7cf1c3bfca0 c48af544d8a3c899 c90b018b9116a632 075892234dfcecb2
moFmX6XQY5SEz9hU,445eec11e8ccda32 1e481248f4d31358 6d9043d370b9256b 1e24a2caf7db8d2f 8cb482057f19610a 5a9903a345570cae 920f37ddeba21964 db05a38694ba70c3 63dfe0ca46ac8063 d0e4967dfe1101db e15ec8d2e5920abd 63229d195b66275b 1f6304600d5c0a9a 1ed122726c5a56c1 cfd4e8ec17e1fde3 aa2fe68ebc7f17ce c65e1b569a7c5d39 ea678b8d36451645 bf66c5bde034e509 94e5c58453da58bd ff8c83488b07936e f7a08c7813ee1cc7 5f1dd6e9d19eec69 835e72268639dd09 21afe7016160704e 05d2cd5f312fb219 47cae3e69c339f1a 25efb9aae200ea73 d46529deee40cdde f5de2ec16f211a23 ec56ba4ea2324bdc 0a2bb6ef81767f0e 039da587d36802ed 6d56c4602de8e83c f8cc1785af1f2997 36eff9b9a7e29644 f85201e523aabb7f 5e0deb9f0d886c03 4c399fa492b7b185 2c1a9e98964ac2e9 176871bd704c1006 77327629d8036f35 92df5be1f9bf7bc0 5a77d476d355ef99 1e71d883c20c90c2 84653afed4262adb f338dc60ed5fa61b 489881e1fe2f0709 a26f3a1d4b766010 bbfe0f8454ef40ef
R66chaldEN0epFjt,99504a447db7c9e4 0fc323ba42b4e297 58c60077ba4e94e9 ed7535b081298136 bdfce93504afe108 5645052abdec64ee c6f6d13ccf5e1527 54e9954ab5c40b1b 2e3ea7cf3cac3fef 2bd33044d79aa561 006b9e0de279c1bc d7c119f222db17c3 45c28fd6260b744b fad350ff33deeca7 c7c36cce492b4cc1 c24ce13d01895854 69fcee637df221af 6da8b9794b4ebd42 706aef11c086f2cc 7fe3401678eee538 d85ac15a3fb338cd 5cf8a7a33e21233d d0b324933fe0b56d 4d8de295c89f1532 4ed60a213448e787 b65b43e4addfb8a1 d8c9cf470d09907a dd935766cd1f4640 3376c71987d67d37 14a175628021a6e9 104d09659111e686 0e6ababf746b094f 2712af160c36ee0f de698aaed82b026f 7affd05a2c12258b c7e128de98a38a8a 100a93105d2db32b 6f6c36575d8e3a5e efb2cc31a4e4322d c3ba1d1b0acb06d8 14986f136b4ed4ab 2d0dcd2576249072 d6c6a7e4de61a08d 88e35d658722470e 7b3382dc38e49fcb ea03cb767b0d926e 43666c7a06ba8190 94dd08b3a6214183 5f91cb4f2741f288 ece3371b3968418b
LeWIzjoTRN8saOxg,6094c5b0a8227850 59ad84f75ee98b4c 0b7c0b04d3858dae e5bd0eef9b7217a3 5ca4d12a7066a061 adcdff6300cac5e8 0fbe3bf393bd7462 3086070c012c8e23 306a6fcc24b3c9bf 6a1402ef66bbdd4d bd2296ed4cea9659 b495056ef40d11d9 a4c4f780d720ea71 a97a60e0b0c7371c 0904dcce0360d5b6 c288d0798a4b5a66 c9ec99ffcef43ebb 8e7e64c30f92b48b d36b76ffcde18075 c0dfe8e3e9c7d31d 3c47580490bd2bed 6557cc5d11d0fbf7 ff62e9f24bca34c4 d400282b720cc795 ce8aab5622babae1 fc897546b48ed616 ce412ba63a3567e1 b351b2435b10dde2 74012473ecb6f929 b02d4ff96e1d8eac db380030381b69ae 21d795ce5d12a1a7 7748508e7fc88e6e 4c4a9f35845839ad de8cf8ade96088e7 757725aa2efd7787 132b0768a0afd84c 236cfc946d46f64b 74d109ec13995ce9 97ac0228fcbf4a4e dc5e6c841fe80b8f fe2f2c7dec761b61 ca8a71860b6dc037 655ff207d83369f2 0aa4988f7527044f f838a0b7f0e285ad 7b6f0e634e305f6a 0fdacb5f72a4b0e3 eebd2cf7661fcb06 3817da59d8a460f0
YeC06bC3Bws9SfaN,eafb0d921301d2fb 15d6c65ea742a8ff 2077e588b04a1f3e c693679ec1d0ffb5 130d7168869f5535 44ab2d0ae836a345 1116edeb786f243f 44c3a0c85aafb858 bb0b959de6dbfa1a d71db9f4415ec353 d8b17e572ca0d51e 652cec6d896f9780 6c631488ea544c7b 09684c84bc8513ee c6158aeb65364c32 989f35c759178e99 473abb8c9ab69448 d7ae79dcc88246b7 075f0e435e410bb6 876afdffb89daf9d dfba4a7ebd64148a c66fe684dbc6d75b 503c13e380ae86de ed9fcf44928fbfe8 731d59964ef422c9 1129ab39031baeca aeadd019ceb0877e a9d361bb35ef18db 73502d224d30ad09 bcc1cd1d0d27167e a74f806123fb7678 6331e804af6e98a8 c3dbf79930898026 eb0f98fd4af0183e 3171128c48df530c 26eb7ca94e413c0e c3f8de779006db26 10f0eb0d5af774b2 76feac8ea252cc3d 1bf351ce6354fbe5 b57e56e3e7a5c607 f56298ca10f22e2f e3ac22ed35f2faeb 5a428a143045c0a4 ac00e7207c635e08 d27574387b8bf91f d7403fac3769abd0 5502daaf4f6b72d6 4c7b5435b2c0abb3 73ec7717c33a0bc8
Mkw7pexvDmMpFdzO,57ff6765aa00ff0b 92dedd578ad31740 83725951858328f7 6b616bde25aca76f 1c1d824f508ccdc1 3a3c151137376980 f654e60dd0a22b96 c61f65b7da930ebc 1d53b6ae77e4e755 f46748b570c67b51 a97bd873ba069dd0 dc54ebe519b6f2da a64a5a5a566eb843 e71595bcd7648fd6 7a511ab331768dd4 7e152cbe09d4528c 6f48d4f8d6f210ec 4a253835f229a286 76980cf09795b6c1 bb1cfaab4530ad4e 079f55a9ca3514e9 3538826728f9718a d9f35587032430d5 9cea238cea9d86aa 01ed0b120b9251d3 86b51a1651aae46c 7d0c4a66d3c5cac6 73fed29dee9f7398 6ec884ec0011144b 614cdc518ea0a704 653d60b28f504b09 f94874b5f6d3300a cb459756794cc4a4 70328b32489924d2 922948ae04a6e953 a4738d791e9c7285 0cac7faa55298dfb 600f175186a6468b fbb861aa41b4feb1 edd9be7dac4b794f c2b58f4d58f31759 8ef0340895b0d3c5 f032de694cc82735 bf276fc2ca1312de 43c9e9beff33881c 9e8768991a0781c1 88adf6f0e3f7b75e 6492d57d5935ad3d 37505a0b8671910d 58e4915b02191b03
M1yUaCX37j5UCE6M,69b23aa6257b66ea 7127da7f3cdc1aec 1417f9615d7d4209 0fbba4484e5590fb 051d2861e217e7c4 a9438720215cf72b ef72179daa448367 8fa7b4c1988a2c6e e586f6befda610ef ecc0c384cfc32e9c f1851cf6327922db 9c54bb56f1427778 6325fff44326fafb fe8113c31dd663d5 174ae15d0d98ab0e 2340858f580b8f2b d348ac923558188e 85b1f310ac1c5bb9 55f8ece9056e50f8 c95b0e54afa46cf1 5967d645ccac4dd7 7d1dc351bc43b490 852a3c6537718b4d 01201cec269da2ec 1b63c0257f6bbffb 1a0aac9a89c5233b 801065f01ec7471d 5508ebe97dec3a2f 2344293f88a7c905 8c5aec51c1d380ad 7f5d6c144cdfd4a2 f214793cf903afa2 7bdcb5ab5b663cae 6cbce9e9ea392a5e 2ec8ad5df48d563a 60886147bdb384b6 f91a34d5a22159db dd69442cf9325eb7 de8e57d3188caa74 35b0ae8da97bbbbb df4c74d0926b6742 9e7a4d1c28bf25f2 e338e4e48216209b 85aa3939d254fc7b 8474a23d55558cc6 349e61b72ba517fa b96cce5ffd126cca f8714856eaff32ef c42d3089733a1661 f45ad699d010014b
qICpl1nghlMbD1sQ,f86a9d1243df3b56 e8b75e53d19a2185 37f255682546b303 92d123b6acc6beed 6879876d12974c1c 6fbc07917bbdaab5 a5526b66afbaff6a 1d9cf7f8484882bf 36ca8b412025a827 54b95e75a2a9a466 9f9551a0e331fa2e 71763e026da1773b 167655a3fca9fae2 349781785b2766fe e69c0e48e6d6663a cbe4a74f3d47dc36 5d9271379d848806 477469f3115b08d6 c067131949d2ef56 4fca1c39ef40c513 f36f2df68caa2a21 e3d8b8ea9c3a2a72 3abe26891ca22be7 167ea2f47699f682 0a79e78bba779f5d a272864e22c21dba 87a7af02dae95988 91e57d478306f66d 37de0d3f203f643d 349b4244a495d0be d4761122ea47a377 ec9ded7afb93e6f3 88935e2b4ca73f47 99a31d9e5bd6eda8 801b34f2dd5494ad 8fea354d3114992e 373d82f8f8e04a86 78d8da0d2f65160f ae43fb3eb66c4bee 0434f283d6543cab bc0a48d90003bb01 77d3ec9db93e10d8 feff6d8c44bf248d 6a9b6c5dac7f8681 5fea3db5bc93a441 13042035f041ca90 13cb20b7dbd921a7 25c4aa4d9da2c3ab 93db2c7ffe1e7e25 7e6826a2bdeff5a9
